iati-identifier,title,country,region,default-currency,commitment,disbursement,reimbursement,expenditure,loan-repayment,interest-repayment,description,start-planned,start-actual,end-planned,end-actual,activity-status-code,activity-status,policy-markers,policy-marker-vocabulary,policy-marker-significance,policy-marker-codes,contact-organisation,contact-telephone,contact-email,contact-mailing-address,default-tied-status-code,default-tied-status,
"US-EIN-941655673-30322","for the Safe Abortion Action Fund","","International","USD",75000,0,0,0,0,0,"","2010-12-01","","2011-12-01","","","","","","","","International Planned Parenthood Federation - Worldwide Inc","","","c/o Feldesman Tucker Leifer Fidell
1129 20th Street, NW
4th Floor Washington, DC  20036","5","Untied",
"US-EIN-941655673-27310","for advancing sexual and reproductive health and rights","","International","USD",8300000,0,0,0,0,0,"","2008-11-17","","2010-11-17","","","","","","","","International Planned Parenthood Federation Worldwide Inc.","011-44-20-7487-7900","","4 Newhams Row London, England  SE1 United Kingdom","5","Untied",
"US-EIN-941655673-26360","for emergency relief funding in Kenya","Kenya","","USD",25000,0,0,0,0,0,"","2008-03-10","","2009-03-10","","","","","","","","International Planned Parenthood Federation Worldwide Inc.","011-44-20-7487-7900","","4 Newhams Row London, England  SE1 United Kingdom","5","Untied",
"US-EIN-941655673-28983","for activities of the EuroNGOs secretariat","","International","USD",730000,0,0,0,0,0,"","2009-11-16","","2012-11-16","","","","","","","","International Planned Parenthood Federation Worldwide Inc.","011-44-20-7487-7900","","4 Newhams Row London, England  SE1 United Kingdom","5","Untied",
"US-EIN-941655673-23656","for support of a Conference of African Health Ministers","","Africa","USD",100000,0,0,0,0,0,"","2006-08-04","","2007-08-04","","","","","","","","International Planned Parenthood Federation Worldwide Inc.","011-44-20-7487-7900","","4 Newhams Row London, England  SE1 United Kingdom","5","Untied",
"US-EIN-941655673-23587","for general operating support","","International","USD",6700000,0,0,0,0,0,"","2006-10-16","","2008-10-16","","","","","","","","International Planned Parenthood Federation Worldwide Inc.","011-44-20-7487-7900","","4 Newhams Row London, England  SE1 United Kingdom","5","Untied",
"US-EIN-941655673-27400","for general support","","International","USD",500000,0,0,0,0,0,"","2008-11-17","","2010-11-17","","","","","","","","International Policy Council on Agriculture, Food and Trade, Inc.","(202) 328-5001","","1616 P Street, N.W., Suite 100 Washington, DC  20036-1432","5","Untied",
"US-EIN-941655673-26303","for an assessment of IPC's organizational and management structures","United States","","USD",30000,0,0,0,0,0,"","2008-04-17","","2009-04-17","","","","","","","","International Policy Council on Agriculture, Food and Trade, Inc.","(202) 328-5001","","1616 P Street, N.W., Suite 100 Washington, DC  20036-1432","5","Untied",
"US-EIN-941655673-23644","for general support","","International","USD",500000,0,0,0,0,0,"","2006-10-16","","2008-10-16","","","","","","","","International Policy Council on Agriculture, Food and Trade, Inc.","(202) 328-5001","","1616 P Street, N.W., Suite 100 Washington, DC  20036-1432","5","Untied",
"US-EIN-941655673-28634","for the International Reading Association's 6th Pan African Conference","","Africa","USD",184000,0,0,0,0,0,"","2009-06-24","","2010-09-24","","","","","","","","International Reading Association, Inc.","(202) 624-8800","","444 North Capitol Street, N.W.
Suite 524 Washington, DC  20001 United States","5","Untied",
"US-EIN-941655673-27307","for IRC's Women's Commission for Refugee Women & Children's Reproductive Health program","","International","USD",675000,0,0,0,0,0,"","2008-11-17","","2011-11-17","","","","","","","","International Rescue Committee, Inc.","(212) 551-3000","","122 East Forty-second Street New York, NY  10168-1289","5","Untied",
"US-EIN-941655673-24107","for developing a communications strategy for the Women's Commission for Refugee Women and Children","","International","USD",30000,0,0,0,0,0,"","2006-11-21","","2007-11-21","","","","","","","","International Rescue Committee, Inc.","(212) 551-3000","","122 East Forty-second Street New York, NY  10168-1289","5","Untied",
"US-EIN-941655673-28467","for training African lawyers and officials in trade law for international trade negotiations","","Southern Africa; Eastern Africa","USD",100000,0,0,0,0,0,"","2009-07-20","","2010-07-20","","","","","","","","International Senior Lawyers Corporation","(212) 880-5836","","31 West Fifty-second Street
Ninth Floor New York, NY  10019-6131","5","Untied",
"US-EIN-941655673-24342","for a program to train Rwandan government officials on international trade agreement negotiating skills","","Africa","USD",55000,0,0,0,0,0,"","2007-02-26","","2008-02-26","","","","","","","","International Senior Lawyers Corporation","(212) 880-5836","","31 West Fifty-second Street
Ninth Floor New York, NY  10019-6131","5","Untied",
"US-EIN-941655673-26050","for training lawyers and officials from Africa in trade law for trade negotiations","","Africa","USD",100000,0,0,0,0,0,"","2008-03-17","","2009-03-17","","","","","","","","International Senior Lawyers Corporation","(212) 880-5836","","31 West Fifty-second Street
Ninth Floor New York, NY  10019-6131","5","Untied",
"US-EIN-941655673-29854","for a project to develop policy-relevant population sciences","","Africa","USD",400000,0,0,0,0,0,"","2010-11-15","","2011-11-15","","","","","","","","International Union for the Scientific Study of Population","011-33-1-56-06-21-73","","3-5 rue Nicolas
75980 Paris Cedex 20 Paris,   75980 France","5","Untied",
"US-EIN-941655673-28971","for a Francophone network to strengthen population sciences training programs","","Africa","USD",400000,0,0,0,0,0,"","2009-11-16","","2011-11-16","","","","","","","","International Union for the Scientific Study of Population","011-33-1-56-06-21-73","","3-5 rue Nicolas
75980 Paris Cedex 20 Paris,   75980 France","5","Untied",
"US-EIN-941655673-25521","for general operating support","","International","USD",700000,0,0,0,0,0,"","2007-11-19","","2010-11-19","","","","","","","","International Union for the Scientific Study of Population","011-33-1-56-06-21-73","","3-5 rue Nicolas
75980 Paris Cedex 20 Paris,   75980 France","5","Untied",
"US-EIN-941655673-23953","for planning activities of three IUSSP Scientific Panels","","International","USD",30000,0,0,0,0,0,"","2006-10-17","","2007-10-17","","","","","","","","International Union for the Scientific Study of Population","011-33-1-56-06-21-73","","3-5 rue Nicolas
75980 Paris Cedex 20 Paris,   75980 France","5","Untied",
"US-EIN-941655673-22991","for general operating support","","International","USD",180000,0,0,0,0,0,"","2008-02-27","","2009-02-27","","","","","","","","International Womens Health Coalition","(212) 979-8500","","333 Seventh Avenue, Sixth Floor New York, NY  10001-5004","5","Untied",
"US-EIN-941655673-22454","for general operating support","","International","USD",360000,0,0,0,0,0,"","2006-02-27","","2008-02-27","","","","","","","","International Womens Health Coalition","(212) 979-8500","","333 Seventh Avenue, Sixth Floor New York, NY  10001-5004","5","Untied",
"US-EIN-941655673-27319","for general operating support","","International","USD",540000,0,0,0,0,0,"","2008-11-17","","2011-11-17","","","","","","","","International Womens Health Coalition","(212) 979-8500","","333 Seventh Avenue, Sixth Floor New York, NY  10001-5004","5","Untied",
"US-EIN-941655673-28370","for a project to support Rwanda's commitment to population and family planning","Rwanda","","USD",1000000,0,0,0,0,0,"","2009-07-20","","2011-07-20","","","","","","","","IntraHealth International, Inc.","(919) 313-9100","","6340 Quadrangle Drive, Suite 200 Chapel Hill, NC  27517","5","Untied",
"US-EIN-941655673-30583","for strategic collaboration","","International","USD",30000,0,0,0,0,0,"","2011-03-21","","2012-03-21","","","","","","","","IntraHealth International, Inc.","(919) 313-9100","","6340 Quadrangle Drive, Suite 200 Chapel Hill, NC  27517","5","Untied",
"US-EIN-941655673-26093","for a project to support Rwanda's commitment to population and family planning","Rwanda","","USD",275000,0,0,0,0,0,"","2008-01-22","","2009-07-22","","","","","","","","IntraHealth International, Inc.","(919) 313-9100","","6340 Quadrangle Drive, Suite 200 Chapel Hill, NC  27517","5","Untied",
"US-EIN-941655673-24579","to develop an implementation plan for its strategic plan","","International","USD",30000,0,0,0,0,0,"","2007-03-13","","2008-03-13","","","","","","","","IPAS","(919) 967-7052","","300 Market Street, Suite 200 Chapel Hill, NC  27516-4493","5","Untied",
"US-EIN-941655673-28330","for general operating support","","International","USD",3750000,0,0,0,0,0,"","2009-07-20","","2011-07-20","","","","","","","","IPAS","(919) 967-7052","","300 Market Street, Suite 200 Chapel Hill, NC  27516-4493","5","Untied",
"US-EIN-941655673-26907","for organizational infrastructure development","","International","USD",40000,0,0,0,0,0,"","2008-06-20","","2009-06-20","","","","","","","","IPAS","(919) 967-7052","","300 Market Street, Suite 200 Chapel Hill, NC  27516-4493","5","Untied",
"US-EIN-941655673-25287","for general operating support","","International","USD",3750000,0,0,0,0,0,"","2007-11-19","","2009-11-19","","","","","","","","IPAS","(919) 967-7052","","300 Market Street, Suite 200 Chapel Hill, NC  27516-4493","5","Untied",
"US-EIN-941655673-22436","for general operating support of the Izaak Walton League of America's Sustainability Education program","","International","USD",50000,0,0,0,0,0,"","2006-02-27","","2007-02-27","","","","","","","","Izaak Walton League of America, Inc.","(301) 548-0150","","707 Conservation Lane Gaithersburg, MD  20878-2983","5","Untied",
"US-EIN-941655673-24683","for general operating support of the Izaak Walton League of America's Sustainability Education program","","International","USD",75000,0,0,0,0,0,"","2007-06-11","","2008-06-11","","","","","","","","Izaak Walton League of America, Inc.","(301) 548-0150","","707 Conservation Lane Gaithersburg, MD  20878-2983","5","Untied",
"US-EIN-941655673-24229","for general operating support","","International","USD",450000,0,0,0,0,0,"","2007-02-26","","2010-02-26","","","","","","","","Japanese Organization for International Cooperation in Family Planning","011-81-753-3268-5875","","Hoken Kaikan Shinkan Building 8F
1-10 Ichigaya-Tamachi, Shinjuku-ku Tokyo,   162-0843 Japan","5","Untied",
"US-EIN-941655673-27548","for enhancing communications through website development","United States","","USD",60000,0,0,0,0,0,"","2008-11-13","","2009-05-13","","","","","","","","Johns Hopkins University","","","3400 North Charles Street Baltimore, MD  21218","5","Untied",
"US-EIN-941655673-22982","for continued support of the International Reporting Project","","International","USD",300000,0,0,0,0,0,"","2006-06-19","","2007-06-19","","","","","","","","Johns Hopkins University","","","3400 North Charles Street Baltimore, MD  21218","5","Untied",
"US-EIN-941655673-24846","for continued support of the International Reporting Project","","International","USD",300000,0,0,0,0,0,"","2007-06-11","","2008-06-11","","","","","","","","Johns Hopkins University","","","3400 North Charles Street Baltimore, MD  21218","5","Untied",
"US-EIN-941655673-25746","for the International Reporting Project","","International","USD",300000,0,0,0,0,0,"","2007-11-19","","2008-11-19","","","","","","","","Johns Hopkins University","","","3400 North Charles Street Baltimore, MD  21218","5","Untied",
"US-EIN-941655673-28980","for the International Reporting Project","United States","","USD",600000,0,0,0,0,0,"","2009-11-16","","2011-11-16","","","","","","","","Johns Hopkins University","","","3400 North Charles Street Baltimore, MD  21218","5","Untied",
"US-EIN-941655673-22757","for the Center for Communication Program's family planning/reproductive health and HIV/AIDS website","","International","USD",200000,0,0,0,0,0,"","2006-06-19","","2009-06-19","","","","","","","","Johns Hopkins University","","","3400 North Charles Street Baltimore, MD  21218","5","Untied",
"US-EIN-941655673-27556","for the development of mobile tools for grassroots non-profit organizations","","International","USD",400000,0,0,0,0,0,"","2008-11-17","","2010-11-17","","","","","","","","Kiwanja Foundation Inc","011-44-1954-203566","","4 Stocks Terrace
High Street, Willingham Cambridge,   CB24 5HP United Kingdom","5","Untied",
"US-EIN-941655673-29145","for strategic collaboration","United States","","USD",60000,0,0,0,0,0,"","2010-02-01","","2011-02-01","","","","","","","","Link Media, Inc.","(415) 248-3950","","901 Battery Street, Suite 308 San Francisco, CA  94111-1350","5","Untied",
"US-EIN-941655673-28997","for general operating support","","International","USD",1000000,0,0,0,0,0,"","2009-11-16","","2011-11-16","","","","","","","","Link Media, Inc.","(415) 248-3950","","901 Battery Street, Suite 308 San Francisco, CA  94111-1350","5","Untied",
"US-EIN-941655673-25051","for an executive search firm to recruit a Chief Executive Officer","United States","","USD",75000,0,0,0,0,0,"","2007-08-28","","2008-08-28","","","","","","","","Link Media, Inc.","(415) 248-3950","","901 Battery Street, Suite 308 San Francisco, CA  94111-1350","5","Untied",
"US-EIN-941655673-25531","for the Global Pulse News Service Project","","International","USD",2000000,0,0,0,0,0,"","2007-11-19","","2009-11-19","","","","","","","","Link Media, Inc.","(415) 248-3950","","901 Battery Street, Suite 308 San Francisco, CA  94111-1350","5","Untied",
"US-EIN-941655673-27549","for board development","United States","","USD",52000,0,0,0,0,0,"","2008-11-13","","2009-11-13","","","","","","","","Link Media, Inc.","(415) 248-3950","","901 Battery Street, Suite 308 San Francisco, CA  94111-1350","5","Untied",
"US-EIN-941655673-25613","for strengthening linkages between SRH & HIV/AIDS services in sexual violence programs","","Africa","USD",325000,0,0,0,0,0,"","2007-11-19","","2008-11-19","","","","","","","","Liverpool VCT, Care and Treatment","011-254-20-271-4590","","P.O. Box 19835-00202 Nairobi,    Kenya","5","Untied",
"US-EIN-941655673-26418","for emergency relief funding in Kenya","Kenya","","USD",25000,0,0,0,0,0,"","2008-03-17","","2009-03-17","","","","","","","","Liverpool VCT, Care and Treatment","011-254-20-271-4590","","P.O. Box 19835-00202 Nairobi,    Kenya","5","Untied",
"US-EIN-941655673-25557","for producing budget information for local authorities and citizens in some municipalities in Mexico","Mexico","","USD",120000,0,0,0,0,0,"","2007-11-19","","2009-05-19","","","","","","","","Locallis S.C.","011-442-214-4822","","Corregidora Norte 61-2
Centro Historico Queretaro,   76000 Mexico","5","Untied",
"US-EIN-941655673-27744","for research on how female labor supply impacts fertility in Africa","","Africa","USD",100000,0,0,0,0,0,"","2008-11-25","","2009-11-25","","","","","","","","London School of Hygiene and Tropical Medicine","011-44-0-207-636-8636","","Keppel Street London, England  WC1E 7HT United Kingdom","5","Untied",
"US-EIN-941655673-23521","for a reproductive health project in Afghanistan","Afghanistan","","USD",400000,0,0,0,0,0,"","2006-10-16","","2008-10-16","","","","","","","","Management Sciences for Health, Inc.","(617) 250-9500","","784 Memorial Drive Cambridge, MA  02139-4613","5","Untied",
"US-EIN-941655673-30184","for supporting students to transition from Lango reading fluency to English reading fluency","Uganda","","USD",63500,0,0,0,0,0,"","2010-11-15","","2011-11-15","","","","","","","","Mango Tree Educational Enterprises, LTD","256-312-263-263","","P.O. Box 25312
Plot 1479, Naalya Road, Kiwatule Kampala,    Uganda","5","Untied",
"US-EIN-941655673-28908","for a program to improve primary school reading instruction in the Lango language in northern Uganda","Uganda","","USD",240000,0,0,0,0,0,"","2009-11-16","","2011-11-16","","","","","","","","Mango Tree Educational Enterprises, LTD","256-312-263-263","","P.O. Box 25312
Plot 1479, Naalya Road, Kiwatule Kampala,    Uganda","5","Untied",
"US-EIN-941655673-26953","for the West Africa Market Information System","","Africa","USD",550000,0,0,0,0,0,"","2008-07-21","","2010-07-21","","","","","","","","Manobi Development Foundation","(626) 799-7773","","1250 Clubhouse Pasadena, CA  91105-2729","5","Untied",
"US-EIN-941655673-25396","for research on social franchising","","International","USD",300000,0,0,0,0,0,"","2007-11-19","","2010-11-19","","","","","","","","Marie Stopes International Ltd.","011-44-020-7574-7400","","1 Conway Street
Fitzroy Square London, England  W1T 6LP United Kingdom","5","Untied",
"US-EIN-941655673-23066","for general operating support","","International","USD",3000000,0,0,0,0,0,"","2006-06-19","","2009-06-19","","","","","","","","Marie Stopes International Ltd.","011-44-020-7574-7400","","1 Conway Street
Fitzroy Square London, England  W1T 6LP United Kingdom","5","Untied",
"US-EIN-941655673-28318","for general operating support","","International","USD",3000000,0,0,0,0,0,"","2009-07-20","","2012-07-20","","","","","","","","Marie Stopes International Ltd.","011-44-020-7574-7400","","1 Conway Street
Fitzroy Square London, England  W1T 6LP United Kingdom","5","Untied",
"US-EIN-941655673-26990","for providing emergency access to reproductive and primary health care and services in Burma","","International","USD",200000,0,0,0,0,0,"","2008-06-23","","2009-06-23","","","","","","","","Marie Stopes International Ltd.","011-44-020-7574-7400","","1 Conway Street
Fitzroy Square London, England  W1T 6LP United Kingdom","5","Untied",
"US-EIN-941655673-29005","for strategic planning","","International","USD",50000,0,0,0,0,0,"","2009-10-15","","2010-10-15","","","","","","","","Marie Stopes International Ltd.","011-44-020-7574-7400","","1 Conway Street
Fitzroy Square London, England  W1T 6LP United Kingdom","5","Untied",
"US-EIN-941655673-26338","for costs for U.S. researchers involved in an impact evaluation of Pratham's Read India","","International","USD",114000,0,0,0,0,0,"","2008-03-05","","2011-03-05","","","","","","","","Massachusetts Institute of Technology","(617) 253-3377","","77 Massachusetts Avenue
26-237 Cambridge, MA  02139-4307","5","Untied",
"US-EIN-941655673-30233","For strengthening financial management systems","","International","USD",15000,0,0,0,0,0,"","2010-11-15","","2011-10-18","","","","","","","","Massachusetts Institute of Technology","(617) 253-3377","","77 Massachusetts Avenue
26-237 Cambridge, MA  02139-4307","5","Untied",
"US-EIN-941655673-30468","for impact evaluations of programs to improve governance in developing countries","","International","USD",2000000,0,0,0,0,0,"","2011-03-21","","2012-03-21","","","","","","","","Massachusetts Institute of Technology","(617) 253-3377","","77 Massachusetts Avenue
26-237 Cambridge, MA  02139-4307","5","Untied",
"US-EIN-941655673-26854","for general support of The Abdul Latif Jameel Poverty Action Lab at the MIT","","","USD",1000000,0,0,0,0,0,"","2008-07-21","","2011-07-21","","","","","","","","Massachusetts Institute of Technology","(617) 253-3377","","77 Massachusetts Avenue
26-237 Cambridge, MA  02139-4307","5","Untied",
"US-EIN-941655673-24788","for an impact evaluation in Uttar Pradesh, India to assess the efficacy of interventions to improve governance and accountability in developing countries","India","","USD",49984,0,0,0,0,0,"","2007-03-28","","2008-03-28","","","","","","","","Massachusetts Institute of Technology","(617) 253-3377","","77 Massachusetts Avenue
26-237 Cambridge, MA  02139-4307","5","Untied",
"US-EIN-941655673-23238","for the Poverty Action Lab to evaluate whether governance reforms in policing can reduce corruption and improve performance in Rajasthan, India","India","","USD",348500,0,0,0,0,0,"","2006-06-19","","2008-06-19","","","","","","","","Massachusetts Institute of Technology","(617) 253-3377","","77 Massachusetts Avenue
26-237 Cambridge, MA  02139-4307","5","Untied",
"US-EIN-941655673-29737","for a study on voting behavior to help design more effective voter education campaigns in India","India","","USD",25000,0,0,0,0,0,"","2010-01-01","","2010-04-03","","","","","","","","Massachusetts Institute of Technology","(617) 253-3377","","77 Massachusetts Avenue
26-237 Cambridge, MA  02139-4307","5","Untied",
"US-EIN-941655673-26624","for a project to study the impact of community-led initiatives in conflict-affected environments","","International","USD",150000,0,0,0,0,0,"","2008-06-11","","2009-06-11","","","","","","","","Mercy Corps","(503) 796-6800","","3015  S.W. First Avenue Portland, OR  97201-4707","5","Untied",
"US-EIN-941655673-30033","for Phase I implementation of the Foundation Working Group on Food and Agriculture Policy initiative","","","USD",400000,0,0,0,0,0,"","2010-11-15","","2011-11-15","","","","","","","","Meridian Institute","(970) 513-8340","","P.O. Box 1829
105 Village Place Dillon, CO  80435","5","Untied",
"US-EIN-941655673-28917","for starting its public finance program, defining its niche and long term agenda","Mexico","","USD",50000,0,0,0,0,0,"","2009-11-16","","2010-11-16","","","","","","","","Mexico Evalua, Centro de Analisis de Politicas Publicas, A.C.","(52-55)5985-1025","","Jaime Balmes, 11-D, 201
Col. Los Morales Polanco Mexico DF,   11510 Mexico","5","Untied",
"US-EIN-941655673-29717","for support of Mexico Evalua's public expenditure program","Mexico","","USD",200000,0,0,0,0,0,"","2010-07-19","","2011-07-19","","","","","","","","Mexico Evalua, Centro de Analisis de Politicas Publicas, A.C.","(52-55)5985-1025","","Jaime Balmes, 11-D, 201
Col. Los Morales Polanco Mexico DF,   11510 Mexico","5","Untied",
"US-EIN-941655673-26951","for developing crop standards and analyzing information systems to improve trade for African farmers","","Africa","USD",800000,0,0,0,0,0,"","2008-07-21","","2010-01-21","","","","","","","","Michigan State University","","","300 Spartan Way East Lansing, MI  48824","5","Untied",
"US-EIN-941655673-30030","for general support of the Partnership to Cut Hunger and Poverty in Africa program","","Africa","USD",400000,0,0,0,0,0,"","2010-12-11","","2013-09-15","","","","","","","","Michigan State University","","","300 Spartan Way East Lansing, MI  48824","5","Untied",
"US-EIN-941655673-23807","for the Partnership to Cut Hunger and Poverty in Africa to build a coalition to advocate for improvements in U.S. policies related to emergency food aid procurement and distribution","","Africa","USD",75000,0,0,0,0,0,"","2006-10-16","","2007-10-16","","","","","","","","Michigan State University","","","300 Spartan Way East Lansing, MI  48824","5","Untied",
"US-EIN-941655673-24562","for a project to expand regional agricultural trade in West Africa","","Africa","USD",400000,0,0,0,0,0,"","2007-02-26","","2008-05-26","","","","","","","","Michigan State University","","","300 Spartan Way East Lansing, MI  48824","5","Untied",
"US-EIN-941655673-26667","for a project to expand regional agricultural trade in West Africa","","Africa","USD",100000,0,0,0,0,0,"","2008-05-12","","2009-08-12","","","","","","","","Michigan State University","","","300 Spartan Way East Lansing, MI  48824","5","Untied",
"US-EIN-941655673-24985","for general support of the Partnership to Cut Hunger and Poverty in Africa program","","Africa","USD",800000,0,0,0,0,0,"","2007-06-11","","2009-06-11","","","","","","","","Michigan State University","","","300 Spartan Way East Lansing, MI  48824","5","Untied",
"US-EIN-941655673-23266","for the Partnership to Cut Hunger and Poverty in Africa to conduct a project investing in Africa's rural infrastructure","","Africa","USD",400000,0,0,0,0,0,"","2006-06-19","","2007-12-19","","","","","","","","Michigan State University","","","300 Spartan Way East Lansing, MI  48824","5","Untied",
"US-EIN-941655673-26470","for the Global Food Knowledge Network","","International","USD",252000,0,0,0,0,0,"","2008-11-13","","2009-11-13","","","","","","","","Michigan State University","","","300 Spartan Way East Lansing, MI  48824","5","Untied",
"US-EIN-941655673-27362","for the International Agricultural Trade Research Consortium's developing country researcher program","","International","USD",240000,0,0,0,0,0,"","2008-11-17","","2009-11-17","","","","","","","","Montana State University","",""," Bozeman, MT  59717","5","Untied",
"US-EIN-941655673-24959","for the International Agricultural Trade Research Consortium to produce research on issues of trade, development and poverty alleviation","","International","USD",225000,0,0,0,0,0,"","2007-06-11","","2008-06-11","","","","","","","","Montana State University Foundation","","","1501 South 11th Avenue
P.O. BOX 172750 Bozeman, MT  59717-3120","5","Untied",
"US-EIN-941655673-29138","for a strategic plan related to Musequality's charitable purposes","","","USD",45000,0,0,0,0,0,"","2009-12-01","","2011-06-01","","","","","","","","Musequality","","","45 Priory Avenue
Chiswick London,   W4 1TZ England","5","Untied",
"US-EIN-941655673-22427","for general operating support of the National Audubon Society's Population and Habitat program","","International","USD",100000,0,0,0,0,0,"","2006-02-27","","2007-02-27","","","","","","","","National Audubon Society, Inc.","(212) 979-3000","","225 Varick Street
Seventh Floor New York, NY  10014-4304","5","Untied",
"US-EIN-941655673-24684","for general operating support of the National Audubon Society's Population and Habitat program","","International","USD",100000,0,0,0,0,0,"","2007-06-11","","2008-06-11","","","","","","","","National Audubon Society, Inc.","(212) 979-3000","","225 Varick Street
Seventh Floor New York, NY  10014-4304","5","Untied",
"US-EIN-941655673-22981","for greater coverage of developing countries and more international perspectives in NPR's news programming","","International","USD",500000,0,0,0,0,0,"","2006-06-19","","2007-06-19","","","","","","","","National Public Radio, Inc.","(202) 513-2000","","635 Massachusetts Avenue, N.W. Washington, DC  20001-3753","5","Untied",
"US-EIN-941655673-25550","for general support of the National Security Archive's Mexico project","Mexico","","USD",620000,0,0,0,0,0,"","2007-11-19","","2009-09-19","","","","","","","","National Security Archive Fund, Inc.","(202) 994-7000","","2130 H Street, N.W., Suite 701 Washington, DC  20037-2521","5","Untied",
"US-EIN-941655673-28494","for general operating support","Mexico","","USD",1200000,0,0,0,0,0,"","2009-07-20","","2011-07-20","","","","","","","","National Security Archive Fund, Inc.","(202) 994-7000","","2130 H Street, N.W., Suite 701 Washington, DC  20037-2521","5","Untied",
"US-EIN-941655673-26610","for general support of the National Security Archive","Mexico","","USD",380000,0,0,0,0,0,"","2008-07-21","","2009-09-21","","","","","","","","National Security Archive Fund, Inc.","(202) 994-7000","","2130 H Street, N.W., Suite 701 Washington, DC  20037-2521","5","Untied",
"US-EIN-941655673-22437","for general operating support of the National Wildlife Federation's Population and Environment Program","","International","USD",50000,0,0,0,0,0,"","2006-02-27","","2007-02-27","","","","","","","","National Wildlife Federation","(800) 247-7387","","11100 Wildlife Center Drive Reston, VA  20190-5361","5","Untied",
"US-EIN-941655673-23251","for the Constituency for Conservation initiative to build support for farm policies that encourage conservation programs as an alternative to commodity subsidies","","International","USD",250000,0,0,0,0,0,"","2006-06-19","","2007-06-19","","","","","","","","National Wildlife Federation","(800) 247-7387","","11100 Wildlife Center Drive Reston, VA  20190-5361","5","Untied",
"US-EIN-941655673-28895","for planning the Removing the Barriers component of TransFarm Africa","","Africa","USD",400000,0,0,0,0,0,"","2009-09-01","","2010-04-01","","","","","","","","NEPAD Business Foundation","011-087-310-1888","","3rd Floor, Mott MacDonald Building
359 Rivonia Boulevard Rivonia,   2128 South Africa","5","Untied",
"US-EIN-941655673-29753","for support of the Removing the Barriers program","","Africa","USD",3000000,0,0,0,0,0,"","2010-07-19","","2011-07-19","","","","","","","","NEPAD Business Foundation","011-087-310-1888","","3rd Floor, Mott MacDonald Building
359 Rivonia Boulevard Rivonia,   2128 South Africa","5","Untied",
"US-EIN-941655673-26618","for a joint research program on population, reproductive health and economic development","","International","USD",150000,0,0,0,0,0,"","2008-04-24","","2011-06-24","","","","","","","","Netherlands Organisation for Scientific Research","011-31-70-3440705","","P.O. Box 93120 The Hague,   NL-2509 AC The Netherlands","5","Untied",
"US-EIN-941655673-25017","for general support of the joint WOTRO-Hewlett Population, Reproductive Health and Economic Development Research Programme","","International","USD",1300000,0,0,0,0,0,"","2007-09-25","","2011-09-25","","","","","","","","Netherlands Organisation for Scientific Research","011-31-70-3440705","","P.O. Box 93120 The Hague,   NL-2509 AC The Netherlands","5","Untied",
"US-EIN-941655673-22793","for the Asia Pacific Alliance: Advancing the International Conference on Population and Development Agenda (APA/ICPD)","","International","USD",100000,0,0,0,0,0,"","2006-06-19","","2007-06-19","","","","","","","","New Zealand Family Planning Association","011-64-4-384-4349","","Level 6, Southmark House 203-209, Willis Street
Post Office Box 11-515 Wellington,    New Zealand","5","Untied",
"US-EIN-941655673-28083","for research on economic growth, poverty reduction, reproductive health and population dynamics","","Africa","USD",2000000,0,0,0,0,0,"","2009-03-30","","2013-03-30","","","","","","","","Norges Forskningsrad","011-47-22-03-7000","","Postboks 2700 St. Hanshaugen Oslo,   N-0131 Norway","5","Untied",
"US-EIN-941655673-27551","for developing a methodology for single-teacher schools to ensure good learning outcomes in Mali","","Africa","USD",78000,0,0,0,0,0,"","2008-11-18","","2009-11-18","","","","","","","","Oeuvre Malienne d'Aide a l'Enfance du Sahel","011-00-223-28-50-68/28-50-57","","BP 2323 Bamako,    Mali","5","Untied",
"US-EIN-941655673-30342","for the preparatory phase of a civil society initiative to assess student learning in Mali","Mali","","USD",307000,0,0,0,0,0,"","2010-11-30","","2011-11-30","","","","","","","","Oeuvre Malienne d'Aide a l'Enfance du Sahel","011-00-223-28-50-68/28-50-57","","BP 2323 Bamako,    Mali","5","Untied",
"US-EIN-941655673-27742","for research on potential drivers of fertility decline in sub-Saharan Africa","","Africa","USD",100000,0,0,0,0,0,"","2008-11-25","","2009-11-25","","","","","","","","Ohio State University Research Foundation","",""," Columbus, OH  43210-1391","5","Untied",
"US-EIN-941655673-29933","for a strategic funder's initiative on transparency and accountability issues","","International","USD",0,0,0,0,0,0,"","2010-08-01","","2011-07-01","","","","","","","","Open Society Foundation","+44 (0)20 7031 2038","","Cambridge House
100 Cambridge Grove London,   W6 OLE United Kingdom","5","Untied",
"US-EIN-941655673-27569","for a study to analyze the funding gap for universal primary education in developing countries","","International","USD",255000,0,0,0,0,0,"","2008-10-23","","2009-10-23","","","","","","","","Overseas Development Institute","011-44-020-7922-0300","","111 Westminster Bridge Road London,   SE1 7JD United Kingdom","5","Untied",
"US-EIN-941655673-24294","for a project to engage Southern research organizations in the debate about reforms to the international aid system","","International","USD",150000,0,0,0,0,0,"","2007-02-26","","2008-02-26","","","","","","","","Overseas Development Institute","011-44-020-7922-0300","","111 Westminster Bridge Road London,   SE1 7JD United Kingdom","5","Untied",
"US-EIN-941655673-24238","for support of sexual and reproductive health and HIV/AIDS activities","","Africa","USD",500000,0,0,0,0,0,"","2007-02-26","","2009-02-26","","","","","","","","Oxfam","011-44-207-802-9987","","Oxfam House
John Smith Drive Cowley, Oxford  OX4 2JY United Kingdom","5","Untied",
